subject_id,tpd_pre,tpd_anti_shia_pre,tpd_post,tpd_anti_shia_post,week_pre,week_anti_shia_pre,week_post,week_anti_shia_post,two_weeks_pre,two_weeks_anti_shia_pre,two_weeks_post,two_weeks_anti_shia_post,month_pre,month_anti_shia_pre,month_post,month_anti_shia_post,treatment_date,treatment_num,treatment_text,followers_count,anti_shia_friends_count,loc_qual,gcc,yemen,iraq,syria,conflict
899,21,1,28,1,57,4,77,6,38,9,110,9,290,16,225,12,2/18/18,0,NA,1564,85,Saudi,TRUE,FALSE,FALSE,FALSE,0
900,111,9,104,18,354,29,521,55,415,29,722,66,715,29,933,82,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,60,65,Syria,FALSE,FALSE,FALSE,TRUE,1
901,16,0,4,0,48,0,25,0,72,0,NA,NA,107,0,NA,NA,2/18/18,0,NA,45,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
902,3,1,10,4,28,11,24,4,32,11,NA,NA,62,14,NA,NA,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2356,7,GCC,TRUE,FALSE,FALSE,FALSE,0
903,2,0,1,0,19,0,7,2,21,1,16,2,33,5,21,0,2/18/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,96,9,GCC,TRUE,FALSE,FALSE,FALSE,0
904,5,2,1,0,9,5,2,0,7,3,2,0,10,5,NA,NA,2/18/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,621,1,Algeria,FALSE,FALSE,FALSE,FALSE,0
905,0,0,1,0,2,0,3,0,1,0,1,0,4,0,4,0,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,73,80,Syria,FALSE,FALSE,FALSE,TRUE,1
906,1,0,0,0,1,0,0,0,3,0,0,0,6,0,1,0,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1632,42,Syria,FALSE,FALSE,FALSE,TRUE,1
907,0,0,6,0,15,0,43,0,22,0,17,0,37,0,40,0,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,253,11,Saudi,TRUE,FALSE,FALSE,FALSE,0
908,0,0,0,0,7,2,3,0,9,3,2,0,15,4,NA,NA,2/18/18,5,هذا الكلام الطائفي يزرع الفتنة.,226,1,Canada,FALSE,FALSE,FALSE,FALSE,0
909,4,0,5,0,26,0,20,0,22,0,41,0,64,0,60,0,2/18/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,41,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
910,6,0,15,0,53,0,101,0,69,0,88,0,44,0,39,0,2/18/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,231,112,Iraq,FALSE,FALSE,TRUE,FALSE,1
911,8,0,3,0,31,0,8,0,45,0,25,0,77,0,47,0,2/19/18,0,NA,154,35,Kuwait,TRUE,FALSE,FALSE,FALSE,0
912,0,0,3,0,5,0,0,0,0,0,37,8,0,0,80,10,2/19/18,5,هذا الكلام الطائفي يزرع الفتنة.,89,24,Saudi,TRUE,FALSE,FALSE,FALSE,0
913,8,0,7,0,21,0,14,0,31,0,20,0,43,0,42,0,2/19/18,0,NA,35,39,GCC,TRUE,FALSE,FALSE,FALSE,0
914,8,0,3,0,10,0,12,0,9,0,NA,NA,14,0,NA,NA,2/19/18,0,NA,76,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
915,3,1,4,0,7,2,5,0,8,2,7,0,14,3,5,1,2/19/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,42,25,Turkey,FALSE,FALSE,FALSE,FALSE,0
916,0,0,1,0,4,0,1,0,2,0,1,0,6,0,7,0,2/19/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,6,40,Syria,FALSE,FALSE,FALSE,TRUE,1
917,14,1,11,0,21,1,22,0,55,1,57,1,97,1,96,3,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2796,282,Saudi,TRUE,FALSE,FALSE,FALSE,0
918,0,0,12,1,14,0,36,4,27,0,36,4,52,1,41,4,2/19/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2,1,Syria,FALSE,FALSE,FALSE,TRUE,1
919,25,0,41,0,35,0,15,0,20,0,25,0,59,0,42,0,2/19/18,0,NA,3773,371,GCC,TRUE,FALSE,FALSE,FALSE,0
920,0,0,2,0,4,0,5,0,3,0,1,0,4,0,12,3,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1367,151,Saudi,TRUE,FALSE,FALSE,FALSE,0
921,14,1,25,4,70,3,129,10,82,11,103,17,366,14,297,19,2/19/18,0,NA,675,69,Syria,FALSE,FALSE,FALSE,TRUE,1
922,2,0,0,0,5,0,2,0,7,1,5,0,21,1,19,0,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,696,51,GCC,TRUE,FALSE,FALSE,FALSE,0
923,2,0,8,0,26,1,11,2,39,1,15,3,72,2,23,1,2/19/18,5,هذا الكلام الطائفي يزرع الفتنة.,26,37,Algeria,FALSE,FALSE,FALSE,FALSE,0
924,24,0,2,0,14,0,2,0,23,0,17,0,28,0,NA,NA,2/19/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,56,1,NA,FALSE,FALSE,FALSE,FALSE,0
925,5,0,4,0,15,0,22,0,34,0,50,0,76,0,81,0,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,351,45,NA,FALSE,FALSE,FALSE,FALSE,0
926,1,0,2,0,4,0,3,0,9,1,7,0,23,1,22,0,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,61,85,GCC,TRUE,FALSE,FALSE,FALSE,0
927,16,1,14,0,79,2,80,0,170,2,161,0,454,2,324,2,2/19/18,5,هذا الكلام الطائفي يزرع الفتنة.,505,30,Saudi,TRUE,FALSE,FALSE,FALSE,0
928,8,1,2,0,21,5,25,0,23,5,21,5,52,7,42,12,2/19/18,0,NA,47,95,France,FALSE,FALSE,FALSE,FALSE,0
929,5,1,1,0,14,2,16,0,38,5,26,0,80,4,44,0,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,336,26,Egypt,FALSE,FALSE,FALSE,FALSE,0
930,2,0,1,0,6,0,10,0,21,0,NA,NA,38,0,NA,NA,2/19/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,254,3,GCC,TRUE,FALSE,FALSE,FALSE,0
931,6,0,6,0,18,0,19,0,48,0,36,0,91,0,72,0,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,10,2,NA,FALSE,FALSE,FALSE,FALSE,0
932,4,0,5,0,12,0,11,0,35,0,17,1,62,0,32,1,2/19/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,17,29,Saudi,TRUE,FALSE,FALSE,FALSE,0
933,0,0,4,1,2,0,11,2,4,0,19,2,26,0,37,2,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,19,20,GCC,TRUE,FALSE,FALSE,FALSE,0
934,6,0,2,0,13,1,6,0,18,2,12,1,24,4,NA,NA,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,213,23,Saudi,TRUE,FALSE,FALSE,FALSE,0
935,4,0,1,0,10,0,5,1,45,6,23,0,50,1,NA,NA,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,82,1,NA,FALSE,FALSE,FALSE,FALSE,0
936,4,0,5,0,10,0,19,1,17,0,39,2,42,0,55,0,2/19/18,5,هذا الكلام الطائفي يزرع الفتنة.,32,24,GCC,TRUE,FALSE,FALSE,FALSE,0
937,2,1,0,0,12,3,2,0,29,3,14,0,56,2,NA,NA,2/19/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,194,18,Syria,FALSE,FALSE,FALSE,TRUE,1
938,12,3,19,0,15,4,24,0,23,10,41,0,22,6,NA,NA,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,37,1,NA,FALSE,FALSE,FALSE,FALSE,0
939,2,0,1,0,9,0,20,1,10,0,18,6,63,5,NA,NA,2/19/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,25,44,Saudi,TRUE,FALSE,FALSE,FALSE,0
940,1,0,3,0,5,1,3,0,7,2,3,0,23,5,5,1,2/19/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,46,154,US,FALSE,FALSE,FALSE,FALSE,0
941,15,1,8,1,45,4,46,5,57,4,47,4,105,5,100,4,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,8687,170,Iraq,FALSE,FALSE,TRUE,FALSE,1
942,0,0,0,0,0,0,5,0,3,0,4,0,10,0,5,0,2/19/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,7,1,NA,FALSE,FALSE,FALSE,FALSE,0
943,14,2,12,0,22,3,24,0,22,7,36,0,95,6,51,0,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,427,1,GCC,TRUE,FALSE,FALSE,FALSE,0
944,4,0,6,0,14,0,14,0,17,0,21,0,63,0,36,1,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,6311,280,Saudi,TRUE,FALSE,FALSE,FALSE,0
945,0,0,5,0,10,0,22,0,14,0,26,0,32,0,41,0,2/19/18,5,هذا الكلام الطائفي يزرع الفتنة.,1033,6,Saudi,TRUE,FALSE,FALSE,FALSE,0
946,1,0,3,0,5,0,23,4,21,3,33,8,67,16,46,9,2/19/18,5,هذا الكلام الطائفي يزرع الفتنة.,76,48,GCC,TRUE,FALSE,FALSE,FALSE,0
947,0,0,2,0,4,0,6,0,3,0,2,0,14,0,NA,NA,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,224,43,NA,FALSE,FALSE,FALSE,FALSE,0
948,3,0,2,0,5,1,31,0,20,3,24,1,40,5,62,0,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,216,73,Yemen,FALSE,TRUE,FALSE,FALSE,1
949,2,1,0,0,4,1,2,0,12,1,6,0,38,2,23,2,2/19/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1063,170,Kuwait,TRUE,FALSE,FALSE,FALSE,0
950,3,1,4,0,56,4,20,0,12,1,37,0,95,5,93,0,2/19/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,92,114,Yemen,FALSE,TRUE,FALSE,FALSE,1
951,3,1,5,0,13,1,7,0,19,1,14,0,45,2,NA,NA,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,13,8,GCC,TRUE,FALSE,FALSE,FALSE,0
952,39,0,15,0,42,1,115,3,54,1,98,0,102,0,115,0,2/19/18,5,هذا الكلام الطائفي يزرع الفتنة.,28,39,Yemen,FALSE,TRUE,FALSE,FALSE,1
953,10,0,19,0,53,0,80,0,95,0,120,0,178,0,196,1,2/19/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1528,78,Libya,FALSE,FALSE,FALSE,FALSE,0
954,29,0,34,0,95,1,118,2,173,2,223,3,503,4,398,5,2/19/18,0,NA,2024,49,GCC,TRUE,FALSE,FALSE,FALSE,0
955,7,0,11,0,17,0,28,0,39,0,28,0,94,0,89,0,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,330,19,Saudi,TRUE,FALSE,FALSE,FALSE,0
956,81,0,73,1,248,0,308,1,312,2,234,1,995,2,938,2,2/19/18,5,هذا الكلام الطائفي يزرع الفتنة.,466,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
957,33,0,35,0,81,0,113,1,141,0,NA,NA,324,1,NA,NA,2/19/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1001,123,Yemen,FALSE,TRUE,FALSE,FALSE,1
